Håbløst: Dømttil at gå galt;https://ekstrabladet.dk/musik/koncert_anmeldelser/haabloest-doemt-til-at-gaa-galt/9281905
Punkteret: Entynd omgang;https://ekstrabladet.dk/musik/koncert_anmeldelser/punkteret-en-tynd-omgang/9281899
Ufatteligt: Mantror det er løgn;https://ekstrabladet.dk/musik/koncert_anmeldelser/ufatteligt-man-tror-det-er-loegn/9273966
Clara erdeprimerende;https://ekstrabladet.dk/musik/koncert_anmeldelser/clara-er-deprimerende/9273766
Aldrig set før:Raplende vanvid;https://ekstrabladet.dk/musik/koncert_anmeldelser/aldrig-set-foer-raplende-vanvid/9273114
Stor bommert:Helt malplaceret;https://ekstrabladet.dk/musik/koncert_anmeldelser/stor-bommert-helt-malplaceret/9272743
Vanvidsscener:Amok på mark;https://ekstrabladet.dk/musik/koncert_anmeldelser/vanvidsscener-amok-paa-mark/9272354
Utrolig nattefest:Skete det lige?;https://ekstrabladet.dk/musik/koncert_anmeldelser/utrolig-nattefest-skete-det-lige/9271743
Helt sort:Koncert saboteret;https://ekstrabladet.dk/musik/koncert_anmeldelser/helt-sort-koncert-saboteret/9271723
Han vil ikkeblive savnet;https://ekstrabladet.dk/musik/koncert_anmeldelser/han-vil-ikke-blive-savnet/9271499
Knap så fed: Nogetgalt i Jylland;https://ekstrabladet.dk/musik/koncert_anmeldelser/knap-saa-fed-noget-galt-i-jylland/9270775
For godt tilat være sandt;https://ekstrabladet.dk/musik/koncert_anmeldelser/for-godt-til-at-vaere-sandt/9269750
Afbrudt samlejepå jysk mark;https://ekstrabladet.dk/musik/koncert_anmeldelser/afbrudt-samleje-paa-jysk-mark/9269732
Nu river desgu Vega ned;https://ekstrabladet.dk/musik/koncert_anmeldelser/nu-river-de-sgu-vega-ned/9244035
Efter 50 år:Forrykt aften på DR;https://ekstrabladet.dk/musik/koncert_anmeldelser/efter-50-aar-forrykt-aften-paa-dr/9234549
